,Country,Year,Value_union_x,MEASURE_x,Age group_x,Value_gini_cpi_x,Value_union_y,MEASURE_y,Age group_y,Value_gini_cpi_y
924,Finland,2012,69.6,GINI,Total population,0.26,63.7,CPI2010,Total population,106.3210853
925,Finland,2012,69.6,GINI,Total population,0.26,63.7,CPI2010,Total population,106.3210853
926,Finland,2012,69.6,GINI,Total population,0.26,63.7,CPI2015,Total population,97.72611
927,Finland,2012,69.6,GINI,Total population,0.26,63.7,CPI2015,Total population,97.72611
928,Finland,2012,69.6,GINI,Total population,0.261,69.6,CPI2010,Total population,106.3210853
929,Finland,2012,69.6,GINI,Total population,0.261,69.6,CPI2010,Total population,106.3210853
930,Finland,2012,69.6,GINI,Total population,0.261,69.6,CPI2015,Total population,97.72611
931,Finland,2012,69.6,GINI,Total population,0.261,69.6,CPI2015,Total population,97.72611
932,Finland,2012,69.6,GINI,Total population,0.261,63.7,CPI2010,Total population,106.3210853
933,Finland,2012,69.6,GINI,Total population,0.261,63.7,CPI2010,Total population,106.3210853
934,Finland,2012,69.6,GINI,Total population,0.261,63.7,CPI2015,Total population,97.72611
935,Finland,2012,69.6,GINI,Total population,0.261,63.7,CPI2015,Total population,97.72611
936,Finland,2012,63.7,GINI,Total population,0.26,69.6,CPI2010,Total population,106.3210853
937,Finland,2012,63.7,GINI,Total population,0.26,69.6,CPI2010,Total population,106.3210853
938,Finland,2012,63.7,GINI,Total population,0.26,69.6,CPI2015,Total population,97.72611
939,Finland,2012,63.7,GINI,Total population,0.26,69.6,CPI2015,Total population,97.72611
940,Finland,2012,63.7,GINI,Total population,0.26,63.7,CPI2010,Total population,106.3210853
941,Finland,2012,63.7,GINI,Total population,0.26,63.7,CPI2010,Total population,106.3210853
942,Finland,2012,63.7,GINI,Total population,0.26,63.7,CPI2015,Total population,97.72611
943,Finland,2012,63.7,GINI,Total population,0.26,63.7,CPI2015,Total population,97.72611
944,Finland,2012,63.7,GINI,Total population,0.261,69.6,CPI2010,Total population,106.3210853
945,Finland,2012,63.7,GINI,Total population,0.261,69.6,CPI2010,Total population,106.3210853
946,Finland,2012,63.7,GINI,Total population,0.261,69.6,CPI2015,Total population,97.72611
947,Finland,2012,63.7,GINI,Total population,0.261,69.6,CPI2015,Total population,97.72611
948,Finland,2012,63.7,GINI,Total population,0.261,63.7,CPI2010,Total population,106.3210853
949,Finland,2012,63.7,GINI,Total population,0.261,63.7,CPI2010,Total population,106.3210853
950,Finland,2012,63.7,GINI,Total population,0.261,63.7,CPI2015,Total population,97.72611
951,Finland,2012,63.7,GINI,Total population,0.261,63.7,CPI2015,Total population,97.72611
952,Finland,2013,68.2,GINI,Total population,0.262,68.2,CPI2010,Total population,107.8928243
953,Finland,2013,68.2,GINI,Total population,0.262,68.2,CPI2015,Total population,99.17079
954,Finland,2013,68.2,GINI,Total population,0.262,63.5,CPI2010,Total population,107.8928243
955,Finland,2013,68.2,GINI,Total population,0.262,63.5,CPI2015,Total population,99.17079
956,Finland,2013,63.5,GINI,Total population,0.262,68.2,CPI2010,Total population,107.8928243
957,Finland,2013,63.5,GINI,Total population,0.262,68.2,CPI2015,Total population,99.17079
958,Finland,2013,63.5,GINI,Total population,0.262,63.5,CPI2010,Total population,107.8928243
959,Finland,2013,63.5,GINI,Total population,0.262,63.5,CPI2015,Total population,99.17079
960,Finland,2014,67.6,GINI,Total population,0.257,67.6,CPI2010,Total population,109.016252
961,Finland,2014,67.6,GINI,Total population,0.257,67.6,CPI2015,Total population,100.2034
962,Finland,2014,67.6,GINI,Total population,0.257,63.0,CPI2010,Total population,109.016252
963,Finland,2014,67.6,GINI,Total population,0.257,63.0,CPI2015,Total population,100.2034
964,Finland,2014,63.0,GINI,Total population,0.257,67.6,CPI2010,Total population,109.016252
965,Finland,2014,63.0,GINI,Total population,0.257,67.6,CPI2015,Total population,100.2034
966,Finland,2014,63.0,GINI,Total population,0.257,63.0,CPI2010,Total population,109.016252
967,Finland,2014,63.0,GINI,Total population,0.257,63.0,CPI2015,Total population,100.2034
968,Finland,2015,66.4,GINI,Total population,0.26,66.4,CPI2010,Total population,108.7895233
969,Finland,2015,66.4,GINI,Total population,0.26,66.4,CPI2015,Total population,99.995
970,Finland,2015,66.4,GINI,Total population,0.26,62.9,CPI2010,Total population,108.7895233
971,Finland,2015,66.4,GINI,Total population,0.26,62.9,CPI2015,Total population,99.995
972,Finland,2015,62.9,GINI,Total population,0.26,66.4,CPI2010,Total population,108.7895233
973,Finland,2015,62.9,GINI,Total population,0.26,66.4,CPI2015,Total population,99.995
974,Finland,2015,62.9,GINI,Total population,0.26,62.9,CPI2010,Total population,108.7895233
975,Finland,2015,62.9,GINI,Total population,0.26,62.9,CPI2015,Total population,99.995
976,Finland,2016,64.9,GINI,Total population,0.259,64.9,CPI2010,Total population,109.1775949
977,Finland,2016,64.9,GINI,Total population,0.259,64.9,CPI2015,Total population,100.3517
978,Finland,2016,64.9,GINI,Total population,0.259,60.3,CPI2010,Total population,109.1775949
979,Finland,2016,64.9,GINI,Total population,0.259,60.3,CPI2015,Total population,100.3517
980,Finland,2016,60.3,GINI,Total population,0.259,64.9,CPI2010,Total population,109.1775949
981,Finland,2016,60.3,GINI,Total population,0.259,64.9,CPI2015,Total population,100.3517
982,Finland,2016,60.3,GINI,Total population,0.259,60.3,CPI2010,Total population,109.1775949
983,Finland,2016,60.3,GINI,Total population,0.259,60.3,CPI2015,Total population,100.3517
984,Finland,2017,62.2,GINI,Total population,0.266,62.2,CPI2010,Total population,110.0007376
985,Finland,2017,62.2,GINI,Total population,0.266,62.2,CPI2015,Total population,101.1083
986,Finland,2017,62.2,GINI,Total population,0.266,58.1,CPI2010,Total population,110.0007376
987,Finland,2017,62.2,GINI,Total population,0.266,58.1,CPI2015,Total population,101.1083
988,Finland,2017,58.1,GINI,Total population,0.266,62.2,CPI2010,Total population,110.0007376
989,Finland,2017,58.1,GINI,Total population,0.266,62.2,CPI2015,Total population,101.1083
990,Finland,2017,58.1,GINI,Total population,0.266,58.1,CPI2010,Total population,110.0007376
991,Finland,2017,58.1,GINI,Total population,0.266,58.1,CPI2015,Total population,101.1083
992,Finland,2018,60.3,GINI,Total population,0.2689999999999999,60.3,CPI2010,Total population,111.1930216
993,Finland,2018,60.3,GINI,Total population,0.2689999999999999,60.3,CPI2015,Total population,102.2042
994,Luxembourg,2009,35.9,GINI,Total population,0.2769999999999999,35.9,CPI2010,Total population,97.77687142
995,Luxembourg,2009,35.9,GINI,Total population,0.2769999999999999,35.9,CPI2015,Total population,89.53917
996,Luxembourg,2010,35.1,GINI,Total population,0.27,35.1,CPI2010,Total population,100.0
997,Luxembourg,2010,35.1,GINI,Total population,0.27,35.1,CPI2015,Total population,91.575
998,Luxembourg,2010,35.1,GINI,Total population,0.27,40.0,CPI2010,Total population,100.0
999,Luxembourg,2010,35.1,GINI,Total population,0.27,40.0,CPI2015,Total population,91.575
1000,Luxembourg,2010,40.0,GINI,Total population,0.27,35.1,CPI2010,Total population,100.0
1001,Luxembourg,2010,40.0,GINI,Total population,0.27,35.1,CPI2015,Total population,91.575
1002,Luxembourg,2010,40.0,GINI,Total population,0.27,40.0,CPI2010,Total population,100.0
1003,Luxembourg,2010,40.0,GINI,Total population,0.27,40.0,CPI2015,Total population,91.575
1004,Luxembourg,2011,35.1,GINI,Total population,0.276,35.1,CPI2010,Total population,103.4106798
1005,Luxembourg,2011,35.1,GINI,Total population,0.276,35.1,CPI2015,Total population,94.69833
1006,Luxembourg,2011,35.1,GINI,Total population,0.276,36.6,CPI2010,Total population,103.4106798
1007,Luxembourg,2011,35.1,GINI,Total population,0.276,36.6,CPI2015,Total population,94.69833
1008,Luxembourg,2011,36.6,GINI,Total population,0.276,35.1,CPI2010,Total population,103.4106798
1009,Luxembourg,2011,36.6,GINI,Total population,0.276,35.1,CPI2015,Total population,94.69833
1010,Luxembourg,2011,36.6,GINI,Total population,0.276,36.6,CPI2010,Total population,103.4106798
1011,Luxembourg,2011,36.6,GINI,Total population,0.276,36.6,CPI2015,Total population,94.69833
1012,Luxembourg,2012,35.3,GINI,Total population,0.298,35.3,CPI2010,Total population,106.1643462
1013,Luxembourg,2012,35.3,GINI,Total population,0.298,35.3,CPI2015,Total population,97.22
1014,Luxembourg,2012,35.3,GINI,Total population,0.298,35.2,CPI2010,Total population,106.1643462
1015,Luxembourg,2012,35.3,GINI,Total population,0.298,35.2,CPI2015,Total population,97.22
1016,Luxembourg,2012,35.2,GINI,Total population,0.298,35.3,CPI2010,Total population,106.1643462
1017,Luxembourg,2012,35.2,GINI,Total population,0.298,35.3,CPI2015,Total population,97.22
1018,Luxembourg,2012,35.2,GINI,Total population,0.298,35.2,CPI2010,Total population,106.1643462
1019,Luxembourg,2012,35.2,GINI,Total population,0.298,35.2,CPI2015,Total population,97.22
1020,Luxembourg,2013,34.8,GINI,Total population,0.2789999999999999,34.8,CPI2010,Total population,108.0052744
1021,Luxembourg,2013,34.8,GINI,Total population,0.2789999999999999,34.8,CPI2015,Total population,98.90583
1022,Luxembourg,2013,34.8,GINI,Total population,0.2789999999999999,34.0,CPI2010,Total population,108.0052744
1023,Luxembourg,2013,34.8,GINI,Total population,0.2789999999999999,34.0,CPI2015,Total population,98.90583
1024,Luxembourg,2013,34.0,GINI,Total population,0.2789999999999999,34.8,CPI2010,Total population,108.0052744
1025,Luxembourg,2013,34.0,GINI,Total population,0.2789999999999999,34.8,CPI2015,Total population,98.90583
1026,Luxembourg,2013,34.0,GINI,Total population,0.2789999999999999,34.0,CPI2010,Total population,108.0052744
1027,Luxembourg,2013,34.0,GINI,Total population,0.2789999999999999,34.0,CPI2015,Total population,98.90583
1028,Luxembourg,2015,33.3,GINI,Total population,0.306,33.3,CPI2010,Total population,109.2001092
1029,Luxembourg,2015,33.3,GINI,Total population,0.306,33.3,CPI2015,Total population,100.0
1030,Luxembourg,2016,32.3,GINI,Total population,0.305,32.3,CPI2010,Total population,109.5176631
1031,Luxembourg,2016,32.3,GINI,Total population,0.305,32.3,CPI2015,Total population,100.2908
1032,Luxembourg,2017,32.1,GINI,Total population,0.327,32.1,CPI2010,Total population,111.4132678
1033,Luxembourg,2017,32.1,GINI,Total population,0.327,32.1,CPI2015,Total population,102.0267
1034,Luxembourg,2018,31.8,GINI,Total population,0.318,31.8,CPI2010,Total population,113.1158067
1035,Luxembourg,2018,31.8,GINI,Total population,0.318,31.8,CPI2015,Total population,103.5858
1036,Korea,2009,9.9,GINI,Total population,0.314,9.9,CPI2010,Total population,97.14473991
1037,Korea,2009,9.9,GINI,Total population,0.314,9.9,CPI2015,Total population,88.4515
1038,Korea,2009,9.9,GINI,Total population,0.314,12.2,CPI2010,Total population,97.14473991
1039,Korea,2009,9.9,GINI,Total population,0.314,12.2,CPI2015,Total population,88.4515
1040,Korea,2009,12.2,GINI,Total population,0.314,9.9,CPI2010,Total population,97.14473991
1041,Korea,2009,12.2,GINI,Total population,0.314,9.9,CPI2015,Total population,88.4515
1042,Korea,2009,12.2,GINI,Total population,0.314,12.2,CPI2010,Total population,97.14473991
1043,Korea,2009,12.2,GINI,Total population,0.314,12.2,CPI2015,Total population,88.4515
1044,Korea,2010,9.6,GINI,Total population,0.31,9.6,CPI2010,Total population,100.0
1045,Korea,2010,9.6,GINI,Total population,0.31,9.6,CPI2015,Total population,91.05125
1046,Korea,2010,9.6,GINI,Total population,0.31,11.4,CPI2010,Total population,100.0
1047,Korea,2010,9.6,GINI,Total population,0.31,11.4,CPI2015,Total population,91.05125
1048,Korea,2010,11.4,GINI,Total population,0.31,9.6,CPI2010,Total population,100.0
1049,Korea,2010,11.4,GINI,Total population,0.31,9.6,CPI2015,Total population,91.05125
1050,Korea,2010,11.4,GINI,Total population,0.31,11.4,CPI2010,Total population,100.0
1051,Korea,2010,11.4,GINI,Total population,0.31,11.4,CPI2015,Total population,91.05125
1052,Korea,2011,9.8,GINI,Total population,0.311,9.8,CPI2010,Total population,104.0258536
1053,Korea,2011,9.8,GINI,Total population,0.311,9.8,CPI2015,Total population,94.71684
1054,Korea,2011,9.8,GINI,Total population,0.311,10.9,CPI2010,Total population,104.0258536
1055,Korea,2011,9.8,GINI,Total population,0.311,10.9,CPI2015,Total population,94.71684
1056,Korea,2011,10.9,GINI,Total population,0.311,9.8,CPI2010,Total population,104.0258536
1057,Korea,2011,10.9,GINI,Total population,0.311,9.8,CPI2015,Total population,94.71684
1058,Korea,2011,10.9,GINI,Total population,0.311,10.9,CPI2010,Total population,104.0258536
1059,Korea,2011,10.9,GINI,Total population,0.311,10.9,CPI2015,Total population,94.71684
1060,Korea,2012,9.9,GINI,Total population,0.307,9.9,CPI2010,Total population,106.3011216
1061,Korea,2012,9.9,GINI,Total population,0.307,9.9,CPI2015,Total population,96.7885
1062,Korea,2012,9.9,GINI,Total population,0.307,11.5,CPI2010,Total population,106.3011216
1063,Korea,2012,9.9,GINI,Total population,0.307,11.5,CPI2015,Total population,96.7885
1064,Korea,2012,11.5,GINI,Total population,0.307,9.9,CPI2010,Total population,106.3011216
1065,Korea,2012,11.5,GINI,Total population,0.307,9.9,CPI2015,Total population,96.7885
1066,Korea,2012,11.5,GINI,Total population,0.307,11.5,CPI2010,Total population,106.3011216
1067,Korea,2012,11.5,GINI,Total population,0.307,11.5,CPI2015,Total population,96.7885
1068,Korea,2015,10.0,GINI,Total population,0.352,10.0,CPI2010,Total population,109.8273445
1069,Korea,2015,10.0,GINI,Total population,0.352,10.0,CPI2015,Total population,99.99917
1070,Korea,2015,10.0,GINI,Total population,0.352,12.3,CPI2010,Total population,109.8273445
1071,Korea,2015,10.0,GINI,Total population,0.352,12.3,CPI2015,Total population,99.99917
1072,Korea,2015,12.3,GINI,Total population,0.352,10.0,CPI2010,Total population,109.8273445
1073,Korea,2015,12.3,GINI,Total population,0.352,10.0,CPI2015,Total population,99.99917
1074,Korea,2015,12.3,GINI,Total population,0.352,12.3,CPI2010,Total population,109.8273445
1075,Korea,2015,12.3,GINI,Total population,0.352,12.3,CPI2015,Total population,99.99917
1076,Korea,2016,10.0,GINI,Total population,0.355,10.0,CPI2010,Total population,110.8944688
1077,Korea,2016,10.0,GINI,Total population,0.355,10.0,CPI2015,Total population,100.9708
1078,Korea,2016,10.0,GINI,Total population,0.355,11.9,CPI2010,Total population,110.8944688
1079,Korea,2016,10.0,GINI,Total population,0.355,11.9,CPI2015,Total population,100.9708
1080,Korea,2016,11.9,GINI,Total population,0.355,10.0,CPI2010,Total population,110.8944688
1081,Korea,2016,11.9,GINI,Total population,0.355,10.0,CPI2015,Total population,100.9708
1082,Korea,2016,11.9,GINI,Total population,0.355,11.9,CPI2010,Total population,110.8944688
1083,Korea,2016,11.9,GINI,Total population,0.355,11.9,CPI2015,Total population,100.9708
1084,Korea,2017,10.5,GINI,Total population,0.354,10.5,CPI2010,Total population,113.0508368
1085,Korea,2017,10.5,GINI,Total population,0.354,10.5,CPI2015,Total population,102.9342
1086,Korea,2017,10.5,GINI,Total population,0.354,12.4,CPI2010,Total population,113.0508368
1087,Korea,2017,10.5,GINI,Total population,0.354,12.4,CPI2015,Total population,102.9342
1088,Korea,2017,12.4,GINI,Total population,0.354,10.5,CPI2010,Total population,113.0508368
1089,Korea,2017,12.4,GINI,Total population,0.354,10.5,CPI2015,Total population,102.9342
1090,Korea,2017,12.4,GINI,Total population,0.354,12.4,CPI2010,Total population,113.0508368
1091,Korea,2017,12.4,GINI,Total population,0.354,12.4,CPI2015,Total population,102.9342
1092,United Kingdom,2009,27.4,GINI,Total population,0.374,27.4,CPI2010,Total population,97.55826859
1093,United Kingdom,2009,27.4,GINI,Total population,0.374,27.4,CPI2010,Total population,97.55826859
1094,United Kingdom,2009,27.4,GINI,Total population,0.374,27.4,CPI2015,Total population,87.9
1095,United Kingdom,2009,27.4,GINI,Total population,0.374,27.4,CPI2015,Total population,87.9
1096,United Kingdom,2009,27.4,GINI,Total population,0.374,27.0,CPI2010,Total population,97.55826859
1097,United Kingdom,2009,27.4,GINI,Total population,0.374,27.0,CPI2010,Total population,97.55826859
1098,United Kingdom,2009,27.4,GINI,Total population,0.374,27.0,CPI2015,Total population,87.9
1099,United Kingdom,2009,27.4,GINI,Total population,0.374,27.0,CPI2015,Total population,87.9
1100,United Kingdom,2009,27.4,GINI,Total population,0.345,27.4,CPI2010,Total population,97.55826859
1101,United Kingdom,2009,27.4,GINI,Total population,0.345,27.4,CPI2010,Total population,97.55826859
1102,United Kingdom,2009,27.4,GINI,Total population,0.345,27.4,CPI2015,Total population,87.9
1103,United Kingdom,2009,27.4,GINI,Total population,0.345,27.4,CPI2015,Total population,87.9
1104,United Kingdom,2009,27.4,GINI,Total population,0.345,27.0,CPI2010,Total population,97.55826859
1105,United Kingdom,2009,27.4,GINI,Total population,0.345,27.0,CPI2010,Total population,97.55826859
1106,United Kingdom,2009,27.4,GINI,Total population,0.345,27.0,CPI2015,Total population,87.9
1107,United Kingdom,2009,27.4,GINI,Total population,0.345,27.0,CPI2015,Total population,87.9
1108,United Kingdom,2009,27.0,GINI,Total population,0.374,27.4,CPI2010,Total population,97.55826859
1109,United Kingdom,2009,27.0,GINI,Total population,0.374,27.4,CPI2010,Total population,97.55826859
1110,United Kingdom,2009,27.0,GINI,Total population,0.374,27.4,CPI2015,Total population,87.9
1111,United Kingdom,2009,27.0,GINI,Total population,0.374,27.4,CPI2015,Total population,87.9
1112,United Kingdom,2009,27.0,GINI,Total population,0.374,27.0,CPI2010,Total population,97.55826859
1113,United Kingdom,2009,27.0,GINI,Total population,0.374,27.0,CPI2010,Total population,97.55826859
1114,United Kingdom,2009,27.0,GINI,Total population,0.374,27.0,CPI2015,Total population,87.9
1115,United Kingdom,2009,27.0,GINI,Total population,0.374,27.0,CPI2015,Total population,87.9
1116,United Kingdom,2009,27.0,GINI,Total population,0.345,27.4,CPI2010,Total population,97.55826859
1117,United Kingdom,2009,27.0,GINI,Total population,0.345,27.4,CPI2010,Total population,97.55826859
1118,United Kingdom,2009,27.0,GINI,Total population,0.345,27.4,CPI2015,Total population,87.9
1119,United Kingdom,2009,27.0,GINI,Total population,0.345,27.4,CPI2015,Total population,87.9
1120,United Kingdom,2009,27.0,GINI,Total population,0.345,27.0,CPI2010,Total population,97.55826859
1121,United Kingdom,2009,27.0,GINI,Total population,0.345,27.0,CPI2010,Total population,97.55826859
1122,United Kingdom,2009,27.0,GINI,Total population,0.345,27.0,CPI2015,Total population,87.9
1123,United Kingdom,2009,27.0,GINI,Total population,0.345,27.0,CPI2015,Total population,87.9
1124,United Kingdom,2010,26.6,GINI,Total population,0.351,26.6,CPI2010,Total population,100.0
1125,United Kingdom,2010,26.6,GINI,Total population,0.351,26.6,CPI2010,Total population,100.0
1126,United Kingdom,2010,26.6,GINI,Total population,0.351,26.6,CPI2015,Total population,90.1
1127,United Kingdom,2010,26.6,GINI,Total population,0.351,26.6,CPI2015,Total population,90.1
1128,United Kingdom,2010,26.6,GINI,Total population,0.351,26.8,CPI2010,Total population,100.0
1129,United Kingdom,2010,26.6,GINI,Total population,0.351,26.8,CPI2010,Total population,100.0
1130,United Kingdom,2010,26.6,GINI,Total population,0.351,26.8,CPI2015,Total population,90.1
1131,United Kingdom,2010,26.6,GINI,Total population,0.351,26.8,CPI2015,Total population,90.1
1132,United Kingdom,2010,26.6,GINI,Total population,0.341,26.6,CPI2010,Total population,100.0
1133,United Kingdom,2010,26.6,GINI,Total population,0.341,26.6,CPI2010,Total population,100.0
1134,United Kingdom,2010,26.6,GINI,Total population,0.341,26.6,CPI2015,Total population,90.1
1135,United Kingdom,2010,26.6,GINI,Total population,0.341,26.6,CPI2015,Total population,90.1
1136,United Kingdom,2010,26.6,GINI,Total population,0.341,26.8,CPI2010,Total population,100.0
1137,United Kingdom,2010,26.6,GINI,Total population,0.341,26.8,CPI2010,Total population,100.0
1138,United Kingdom,2010,26.6,GINI,Total population,0.341,26.8,CPI2015,Total population,90.1
1139,United Kingdom,2010,26.6,GINI,Total population,0.341,26.8,CPI2015,Total population,90.1
1140,United Kingdom,2010,26.8,GINI,Total population,0.351,26.6,CPI2010,Total population,100.0
1141,United Kingdom,2010,26.8,GINI,Total population,0.351,26.6,CPI2010,Total population,100.0
1142,United Kingdom,2010,26.8,GINI,Total population,0.351,26.6,CPI2015,Total population,90.1
1143,United Kingdom,2010,26.8,GINI,Total population,0.351,26.6,CPI2015,Total population,90.1
1144,United Kingdom,2010,26.8,GINI,Total population,0.351,26.8,CPI2010,Total population,100.0
1145,United Kingdom,2010,26.8,GINI,Total population,0.351,26.8,CPI2010,Total population,100.0
1146,United Kingdom,2010,26.8,GINI,Total population,0.351,26.8,CPI2015,Total population,90.1
1147,United Kingdom,2010,26.8,GINI,Total population,0.351,26.8,CPI2015,Total population,90.1
1148,United Kingdom,2010,26.8,GINI,Total population,0.341,26.6,CPI2010,Total population,100.0
1149,United Kingdom,2010,26.8,GINI,Total population,0.341,26.6,CPI2010,Total population,100.0
1150,United Kingdom,2010,26.8,GINI,Total population,0.341,26.6,CPI2015,Total population,90.1
1151,United Kingdom,2010,26.8,GINI,Total population,0.341,26.6,CPI2015,Total population,90.1
1152,United Kingdom,2010,26.8,GINI,Total population,0.341,26.8,CPI2010,Total population,100.0
1153,United Kingdom,2010,26.8,GINI,Total population,0.341,26.8,CPI2010,Total population,100.0
1154,United Kingdom,2010,26.8,GINI,Total population,0.341,26.8,CPI2015,Total population,90.1
1155,United Kingdom,2010,26.8,GINI,Total population,0.341,26.8,CPI2015,Total population,90.1
1156,United Kingdom,2011,26.0,GINI,Total population,0.354,26.0,CPI2010,Total population,103.8845727
1157,United Kingdom,2011,26.0,GINI,Total population,0.354,26.0,CPI2015,Total population,93.6
1158,United Kingdom,2011,26.0,GINI,Total population,0.354,26.5,CPI2010,Total population,103.8845727
1159,United Kingdom,2011,26.0,GINI,Total population,0.354,26.5,CPI2015,Total population,93.6
1160,United Kingdom,2011,26.5,GINI,Total population,0.354,26.0,CPI2010,Total population,103.8845727
1161,United Kingdom,2011,26.5,GINI,Total population,0.354,26.0,CPI2015,Total population,93.6
1162,United Kingdom,2011,26.5,GINI,Total population,0.354,26.5,CPI2010,Total population,103.8845727
1163,United Kingdom,2011,26.5,GINI,Total population,0.354,26.5,CPI2015,Total population,93.6
1164,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2010,Total population,106.5482797
1165,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2015,Total population,96.0
1166,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2010,Total population,106.5482797
1167,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2015,Total population,96.0
1168,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2010,Total population,106.5482797
1169,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2015,Total population,96.0
1170,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2010,Total population,106.5482797
1171,United Kingdom,2012,26.1,GINI,Total population,0.351,26.1,CPI2015,Total population,96.0
1172,United Kingdom,2013,25.6,GINI,Total population,0.358,25.6,CPI2010,Total population,108.9900111
1173,United Kingdom,2013,25.6,GINI,Total population,0.358,25.6,CPI2015,Total population,98.2
1174,United Kingdom,2013,25.6,GINI,Total population,0.358,25.4,CPI2010,Total population,108.9900111
1175,United Kingdom,2013,25.6,GINI,Total population,0.358,25.4,CPI2015,Total population,98.2
1176,United Kingdom,2013,25.4,GINI,Total population,0.358,25.6,CPI2010,Total population,108.9900111
1177,United Kingdom,2013,25.4,GINI,Total population,0.358,25.6,CPI2015,Total population,98.2
1178,United Kingdom,2013,25.4,GINI,Total population,0.358,25.4,CPI2010,Total population,108.9900111
1179,United Kingdom,2013,25.4,GINI,Total population,0.358,25.4,CPI2015,Total population,98.2
1180,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2010,Total population,110.5438402
1181,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2015,Total population,99.6
1182,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2010,Total population,110.5438402
1183,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2015,Total population,99.6
1184,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2010,Total population,110.5438402
1185,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2015,Total population,99.6
1186,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2010,Total population,110.5438402
1187,United Kingdom,2014,25.0,GINI,Total population,0.356,25.0,CPI2015,Total population,99.6
1188,United Kingdom,2015,24.7,GINI,Total population,0.36,24.7,CPI2010,Total population,110.9877913
1189,United Kingdom,2015,24.7,GINI,Total population,0.36,24.7,CPI2015,Total population,100.0
1190,United Kingdom,2015,24.7,GINI,Total population,0.36,24.2,CPI2010,Total population,110.9877913
1191,United Kingdom,2015,24.7,GINI,Total population,0.36,24.2,CPI2015,Total population,100.0
1192,United Kingdom,2015,24.2,GINI,Total population,0.36,24.7,CPI2010,Total population,110.9877913
1193,United Kingdom,2015,24.2,GINI,Total population,0.36,24.7,CPI2015,Total population,100.0
1194,United Kingdom,2015,24.2,GINI,Total population,0.36,24.2,CPI2010,Total population,110.9877913
1195,United Kingdom,2015,24.2,GINI,Total population,0.36,24.2,CPI2015,Total population,100.0
1196,United Kingdom,2016,23.6,GINI,Total population,0.351,23.6,CPI2010,Total population,112.0976693
1197,United Kingdom,2016,23.6,GINI,Total population,0.351,23.6,CPI2015,Total population,101.0
1198,United Kingdom,2016,23.6,GINI,Total population,0.351,23.7,CPI2010,Total population,112.0976693
1199,United Kingdom,2016,23.6,GINI,Total population,0.351,23.7,CPI2015,Total population,101.0
1200,United Kingdom,2016,23.7,GINI,Total population,0.351,23.6,CPI2010,Total population,112.0976693
1201,United Kingdom,2016,23.7,GINI,Total population,0.351,23.6,CPI2015,Total population,101.0
1202,United Kingdom,2016,23.7,GINI,Total population,0.351,23.7,CPI2010,Total population,112.0976693
1203,United Kingdom,2016,23.7,GINI,Total population,0.351,23.7,CPI2015,Total population,101.0
1204,United Kingdom,2017,23.3,GINI,Total population,0.357,23.3,CPI2010,Total population,114.9833518
1205,United Kingdom,2017,23.3,GINI,Total population,0.357,23.3,CPI2015,Total population,103.6
1206,United Kingdom,2017,23.3,GINI,Total population,0.357,23.2,CPI2010,Total population,114.9833518
1207,United Kingdom,2017,23.3,GINI,Total population,0.357,23.2,CPI2015,Total population,103.6
1208,United Kingdom,2017,23.2,GINI,Total population,0.357,23.3,CPI2010,Total population,114.9833518
1209,United Kingdom,2017,23.2,GINI,Total population,0.357,23.3,CPI2015,Total population,103.6
1210,United Kingdom,2017,23.2,GINI,Total population,0.357,23.2,CPI2010,Total population,114.9833518
1211,United Kingdom,2017,23.2,GINI,Total population,0.357,23.2,CPI2015,Total population,103.6
1212,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2010,Total population,117.6470588
1213,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2015,Total population,106.0
1214,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2010,Total population,117.6470588
1215,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2015,Total population,106.0
1216,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2010,Total population,117.6470588
1217,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2015,Total population,106.0
1218,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2010,Total population,117.6470588
1219,United Kingdom,2018,23.4,GINI,Total population,0.366,23.4,CPI2015,Total population,106.0
1220,Australia,2010,18.4,GINI,Total population,0.3339999999999999,18.4,CPI2010,Total population,100.0
